date,btc_open,note
2012-02-20,5.0,btc_open forward-filled
2012-02-21,5.0,btc_open forward-filled
2012-02-22,5.0,btc_open forward-filled
2012-02-23,6.0,btc_open forward-filled
2012-02-24,6.0,btc_open forward-filled
2012-02-25,5.0,btc_open forward-filled
2012-02-26,5.0,btc_open forward-filled
2012-02-27,5.0,btc_open forward-filled
2012-02-28,5.0,btc_open forward-filled
2012-02-29,5.0,btc_open forward-filled
2012-03-01,5.0,btc_open forward-filled
2012-03-02,6.0,btc_open forward-filled
2012-03-03,5.0,btc_open forward-filled
2012-03-04,5.0,btc_open forward-filled
2012-03-05,6.0,btc_open forward-filled
2012-03-06,6.0,btc_open forward-filled
2012-03-07,7.0,btc_open forward-filled
2012-03-08,11.0,btc_open forward-filled
2012-03-09,11.0,btc_open forward-filled
2012-03-10,13.0,btc_open forward-filled
2012-03-11,11.0,btc_open forward-filled
2012-03-12,13.0,btc_open forward-filled
2012-03-13,6.0,btc_open forward-filled
2012-03-14,6.0,btc_open forward-filled
2012-03-15,6.0,btc_open forward-filled
2012-03-16,6.0,btc_open forward-filled
2012-03-17,6.0,btc_open forward-filled
2012-03-18,6.0,btc_open forward-filled
2012-03-19,5.0,btc_open forward-filled
2012-03-20,5.0,btc_open forward-filled
2012-03-21,5.0,btc_open forward-filled
2012-03-22,5.0,btc_open forward-filled
2012-03-23,5.0,btc_open forward-filled
2012-03-24,5.0,btc_open forward-filled
2012-03-25,5.0,btc_open forward-filled
2012-03-26,5.0,btc_open forward-filled
2012-03-27,5.0,btc_open forward-filled
2012-03-28,5.0,btc_open forward-filled
2012-03-29,5.0,btc_open forward-filled
2012-03-30,5.0,btc_open forward-filled
2012-03-31,5.0,btc_open forward-filled
2012-04-01,6.0,btc_open forward-filled
2012-04-02,6.0,btc_open forward-filled
2012-04-03,5.0,btc_open forward-filled
2012-04-04,5.0,btc_open forward-filled
2012-04-05,6.0,btc_open forward-filled
2012-04-06,6.0,btc_open forward-filled
2012-04-07,7.0,btc_open forward-filled
2012-04-08,11.0,btc_open forward-filled
2012-04-09,11.0,btc_open forward-filled
2012-04-10,13.0,btc_open forward-filled
2012-04-11,11.0,btc_open forward-filled
2012-04-12,14.0,btc_open forward-filled
2012-04-13,5.0,btc_open forward-filled
2012-04-14,5.0,btc_open forward-filled
2012-04-15,5.0,btc_open forward-filled
2012-04-16,5.0,btc_open forward-filled
2012-04-17,5.0,btc_open forward-filled
2012-04-18,6.0,btc_open forward-filled
2012-04-19,6.0,btc_open forward-filled
2012-04-20,6.0,btc_open forward-filled
2012-04-21,6.0,btc_open forward-filled
2012-04-22,6.0,btc_open forward-filled
2012-04-23,6.0,btc_open forward-filled
2012-04-24,6.0,btc_open forward-filled
2012-04-25,6.0,btc_open forward-filled
2012-04-26,6.0,btc_open forward-filled
2012-04-27,6.0,btc_open forward-filled
2012-04-28,5.0,btc_open forward-filled
2012-04-29,5.0,btc_open forward-filled
2012-04-30,5.0,btc_open forward-filled
2012-05-01,7.0,btc_open forward-filled
2012-05-02,6.0,btc_open forward-filled
2012-05-03,5.0,btc_open forward-filled
2012-05-04,5.0,btc_open forward-filled
2012-05-05,6.0,btc_open forward-filled
2012-05-06,6.0,btc_open forward-filled
2012-05-07,7.0,btc_open forward-filled
2012-05-08,11.0,btc_open forward-filled
2012-05-09,12.0,btc_open forward-filled
2012-05-10,13.0,btc_open forward-filled
2012-05-11,11.0,btc_open forward-filled
2012-05-12,14.0,btc_open forward-filled
2012-05-13,5.0,btc_open forward-filled
2012-05-14,6.0,btc_open forward-filled
2012-05-15,6.0,btc_open forward-filled
2012-05-16,6.0,btc_open forward-filled
2012-05-17,6.0,btc_open forward-filled
2012-05-18,6.0,btc_open forward-filled
2012-05-19,6.0,btc_open forward-filled
2012-05-20,6.0,btc_open forward-filled
2012-05-21,6.0,btc_open forward-filled
2012-05-22,6.0,btc_open forward-filled
2012-05-23,6.0,btc_open forward-filled
2012-05-24,6.0,btc_open forward-filled
2012-05-25,6.0,btc_open forward-filled
2012-05-26,6.0,btc_open forward-filled
2012-05-27,6.0,btc_open forward-filled
2012-05-28,6.0,btc_open forward-filled
2012-05-29,6.0,btc_open forward-filled
2012-05-30,6.0,btc_open forward-filled
2012-05-31,6.0,btc_open forward-filled
2012-06-01,7.0,btc_open forward-filled
2012-06-02,6.0,btc_open forward-filled
2012-06-03,5.0,btc_open forward-filled
2012-06-04,5.0,btc_open forward-filled
2012-06-05,6.0,btc_open forward-filled
2012-06-06,6.0,btc_open forward-filled
2012-06-07,7.0,btc_open forward-filled
2012-06-08,11.0,btc_open forward-filled
2012-06-09,12.0,btc_open forward-filled
2012-06-10,13.0,btc_open forward-filled
2012-06-11,11.0,btc_open forward-filled
2012-06-12,14.0,btc_open forward-filled
2012-06-13,6.0,btc_open forward-filled
2012-06-14,6.0,btc_open forward-filled
